name,frame,ra,dec,band_idx,wavelength_old,receiver_old,cfg_A_old,cfg_B_old,cfg_C_old,cfg_D_old,uvmin_kl_old,uvmax_kl_old,wavelength_new,receiver_new,cfg_A_new,cfg_B_new,cfg_C_new,cfg_D_new,uvmin_kl_new,uvmax_kl_new
0239+042,J2000,02h39m51.263048s,"04d16'21.411830""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0241-082,J2000,02h41m04.798520s,"-08d15'20.751840""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0241-082,J2000,02h41m04.798520s,"-08d15'20.751840""",1,6cm,C,P,P,S,X,20.0,,6cm,C,P,P,S,X,20.0,
0242+110,J2000,02h42m29.170847s,"11d01'00.728230""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0242-000,J2000,02h42m40.7343s,"-00d00'47.237""",0,90cm,P,X,X,X,S,1.0,,90cm,P,X,X,X,S,,1.0
0242-215,J2000,02h42m35.909850s,"-21d32'25.935070""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
0251+432,J2000,02h51m34.536779s,"43d15'15.828580""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0253+180,J2000,02h53m34.882307s,"18d05'42.523630""",1,6cm,C,S,X,X,X,200.0,,6cm,C,S,X,X,X,200.0,
0253+385,J2000,02h53m08.888121s,"38d35'24.998920""",1,6cm,C,X,X,X,S,20.0,,6cm,C,X,X,X,S,,20.0
0253+385,J2000,02h53m08.888121s,"38d35'24.998920""",2,3.7cm,X,X,X,S,S,40.0,,3.7cm,X,X,X,S,S,,40.0
0259+077,J2000,02h59m27.076633s,"07d47'39.643230""",0,20cm,L,P,P,X,X,10.0,,20cm,L,P,P,X,X,10.0,
0302+123,J2000,03h02m30.546779s,"12d18'56.750940""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0306+627,J2000,03h06m42.659558s,"62d43'02.024170""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0309+104,J2000,03h09m03.623523s,"10d29'16.340820""",0,20cm,L,S,S,X,X,25.0,,20cm,L,S,S,X,X,25.0,
0312-148,J2000,03h12m46.3988s,"-14d49'52.051""",0,90cm,P,X,S,S,X,1.5,4.0,90cm,P,X,S,S,X,1.5,4.0
0312-148,J2000,03h12m46.3988s,"-14d49'52.051""",1,20cm,L,X,X,X,P,4.0,,20cm,L,X,X,X,P,,4.0
0313+413,J2000,03h13m01.962129s,"41d20'01.183530""",0,20cm,L,X,S,X,X,15.0,70.0,20cm,L,X,S,X,X,15.0,70.0
0313+413,J2000,03h13m01.962129s,"41d20'01.183530""",1,6cm,C,X,S,S,S,70.0,,6cm,C,X,S,S,S,,70.0
0313+413,J2000,03h13m01.962129s,"41d20'01.183530""",2,3.7cm,X,X,S,S,S,70.0,,3.7cm,X,X,S,S,S,,70.0
0314+432,J2000,03h14m43.6413s,"43d14'05.562""",0,90cm,P,S,S,X,X,3.0,10.0,90cm,P,S,S,X,X,3.0,10.0
0314+432,J2000,03h14m43.6413s,"43d14'05.562""",1,20cm,L,X,X,P,P,10.0,,20cm,L,X,X,P,P,,10.0
0314+432,J2000,03h14m43.6413s,"43d14'05.562""",2,6cm,C,X,X,X,S,10.0,,6cm,C,X,X,X,S,,10.0
0318+164,J2000,03h18m57.802658s,"16d28'32.698500""",0,90cm,P,S,S,S,X,2.0,,90cm,P,S,S,S,X,2.0,
0318+164,J2000,03h18m57.802658s,"16d28'32.698500""",1,20cm,L,P,P,P,P,100.0,,20cm,L,P,P,P,P,,100.0
0318+164,J2000,03h18m57.802658s,"16d28'32.698500""",2,6cm,C,X,S,P,P,100.0,,6cm,C,X,S,P,P,,100.0
0318+164,J2000,03h18m57.802658s,"16d28'32.698500""",3,3.7cm,X,X,S,P,P,100.0,,3.7cm,X,X,S,P,P,,100.0
0318+164,J2000,03h18m57.802658s,"16d28'32.698500""",4,2cm,U,X,X,S,S,100.0,,2cm,U,X,X,S,S,,100.0
0319+415,J2000,03h19m48.160102s,"41d30'42.103050""",0,90cm,P,S,X,X,X,13.0,,90cm,P,S,X,X,X,13.0,
0319+415,J2000,03h19m48.160102s,"41d30'42.103050""",1,20cm,L,P,P,X,X,12.0,,20cm,L,P,P,X,X,12.0,
0319+415,J2000,03h19m48.160102s,"41d30'42.103050""",6,0.7cm,Q,X,S,S,S,1800.0,,0.7cm,Q,X,S,S,S,,1800.0
0323+055,J2000,03h23m20.2616s,"05d34'11.8909""",0,90cm,P,S,S,S,S,1.0,,90cm,P,S,S,S,S,1.0,
0323+055,J2000,03h23m20.2616s,"05d34'11.8909""",2,6cm,C,X,S,S,S,150.0,,6cm,C,X,S,S,S,,150.0
0323+055,J2000,03h23m20.2616s,"05d34'11.8909""",3,3.7cm,X,X,S,S,S,150.0,,3.7cm,X,X,S,S,S,,150.0
0325+226,J2000,03h25m36.814375s,"22d24'00.365180""",0,20cm,L,S,S,S,X,5.0,,20cm,L,S,S,S,X,5.0,
0329-239,J2000,03h29m54.075537s,"-23d57'08.773300""",1,6cm,C,S,X,X,X,150.0,,6cm,C,S,X,X,X,150.0,
0329-239,J2000,03h29m54.075537s,"-23d57'08.773300""",2,3.7cm,X,P,P,S,S,100.0,,3.7cm,X,P,P,S,S,100.0,
0336+057,J2000,03h36m43.0691s,"05d45'58.193""",0,90cm,P,X,X,S,S,2.0,,90cm,P,X,X,S,S,,2.0
0337+016,J2000,03h37m17.113392s,"01d37'22.772123""",0,20cm,L,S,X,X,X,50.0,,20cm,L,S,X,X,X,50.0,
0337+507,J2000,03h37m43.4100s,"50d45'52.500""",0,90cm,P,X,X,S,S,1.5,,90cm,P,X,X,S,S,,1.5
0337+507,J2000,03h37m43.4100s,"50d45'52.500""",1,20cm,L,X,X,X,S,1.5,,20cm,L,X,X,X,S,,1.5
0339-017,J2000,03h39m30.937787s,"-01d46'35.803990""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0340-213,J2000,03h40m35.607864s,"-21d19'31.172230""",0,20cm,L,P,S,X,X,15.0,,20cm,L,P,S,X,X,15.0,
0340-213,J2000,03h40m35.607864s,"-21d19'31.172230""",1,6cm,C,S,S,S,X,20.0,400.0,6cm,C,S,S,S,X,20.0,400.0
0340-213,J2000,03h40m35.607864s,"-21d19'31.172230""",2,3.7cm,X,S,P,P,P,400.0,,3.7cm,X,S,P,P,P,,400.0
0340-213,J2000,03h40m35.607864s,"-21d19'31.172230""",3,2cm,U,S,S,S,S,400.0,,2cm,U,S,S,S,S,,400.0
0343+363,J2000,03h43m28.952415s,"36d22'12.429880""",1,6cm,C,X,X,X,S,20.0,,6cm,C,X,X,X,S,,20.0
0343+363,J2000,03h43m28.952415s,"36d22'12.429880""",2,3.7cm,X,X,X,X,S,20.0,,3.7cm,X,X,X,X,S,,20.0
0344+159,J2000,03h44m23.172172s,"15d59'43.369310""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0345+148,J2000,03h45m06.416546s,"14d53'49.558180""",0,20cm,L,W,W,X,X,6.0,,20cm,L,W,W,X,X,6.0,
0348+338,J2000,03h48m46.9045s,"33d53'14.965""",0,90cm,P,S,S,S,S,1.0,,90cm,P,S,S,S,S,1.0,
0348+338,J2000,03h48m46.9045s,"33d53'14.965""",1,20cm,L,X,S,S,S,45.0,,20cm,L,X,S,S,S,,45.0
0348+338,J2000,03h48m46.9045s,"33d53'14.965""",2,6cm,C,X,X,S,S,45.0,,6cm,C,X,X,S,S,,45.0
0348-278,J2000,03h48m38.144561s,"-27d49'13.565300""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0349+461,J2000,03h49m18.741557s,"46d09'59.658150""",0,20cm,L,S,S,S,X,4.0,,20cm,L,S,S,S,X,4.0,
0354+467,J2000,03h54m30.011634s,"46d43'18.750530""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0354+729,J2000,03h54m54.9926s,"72d54'38.451""",0,90cm,P,X,S,S,X,1.3,4.0,90cm,P,X,S,S,X,1.3,4.0
0354+729,J2000,03h54m54.9926s,"72d54'38.451""",1,20cm,L,X,X,X,S,4.0,,20cm,L,X,X,X,S,,4.0
0354+801,J2000,03h54m46.125943s,"80d09'28.847710""",1,6cm,C,X,X,X,S,30.0,,6cm,C,X,X,X,S,,30.0
0354+801,J2000,03h54m46.125943s,"80d09'28.847710""",2,3.7cm,X,X,X,X,S,30.0,,3.7cm,X,X,X,X,S,,30.0
0359+509,J2000,03h59m29.747262s,"50d57'50.161510""",0,20cm,L,X,S,P,P,15.0,,20cm,L,X,S,P,P,,15.0
0402-317,J2000,04h02m21.266027s,"-31d47'25.945580""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
0403-360,J2000,04h03m53.749908s,"-36d05'01.913200""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
0405+380,J2000,04h05m49.262371s,"38d03'32.235500""",0,20cm,L,X,X,S,S,9.0,,20cm,L,X,X,S,S,,9.0
0405-131,J2000,04h05m34.003401s,"-13d08'13.691050""",0,20cm,L,X,S,S,S,25.0,,20cm,L,X,S,S,S,,25.0
0405-131,J2000,04h05m34.003401s,"-13d08'13.691050""",1,6cm,C,X,X,P,P,25.0,,6cm,C,X,X,P,P,,25.0
0405-131,J2000,04h05m34.003401s,"-13d08'13.691050""",2,3.7cm,X,X,X,X,P,25.0,,3.7cm,X,X,X,X,P,,25.0
0405-131,J2000,04h05m34.003401s,"-13d08'13.691050""",3,2cm,U,X,X,X,S,25.0,,2cm,U,X,X,X,S,,25.0
0406-384,J2000,04h06m59.035347s,"-38d26'28.042060""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0407+077,J2000,04h07m29.0870s,"07d42'07.500""",0,20cm,L,S,S,X,X,7.0,,20cm,L,S,S,X,X,7.0,
0407-330,J2000,04h07m33.9211s,"-33d03'46.001""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0408+305,J2000,04h08m20.377559s,"30d32'30.490380""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0409+388,J2000,04h09m22.4024s,"38d48'33.226""",0,90cm,P,S,S,X,X,2.0,15.0,90cm,P,S,S,X,X,2.0,15.0
0409+388,J2000,04h09m22.4024s,"38d48'33.226""",1,20cm,L,X,X,S,S,15.0,,20cm,L,X,X,S,S,,15.0
0409+388,J2000,04h09m22.4024s,"38d48'33.226""",2,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
0409-126,J2000,04h09m05.769732s,"-12d38'48.144100""",0,20cm,L,S,X,X,X,45.0,,20cm,L,S,X,X,X,45.0,
0409-179,J2000,04h09m06.7000s,"-17d57'10.039""",0,90cm,P,S,S,S,X,1.0,,90cm,P,S,S,S,X,1.0,
0409-179,J2000,04h09m06.7000s,"-17d57'10.039""",1,20cm,L,S,P,P,P,50.0,,20cm,L,S,P,P,P,,50.0
0409-179,J2000,04h09m06.7000s,"-17d57'10.039""",2,6cm,C,X,S,S,S,50.0,,6cm,C,X,S,S,S,,50.0
0409-179,J2000,04h09m06.7000s,"-17d57'10.039""",3,3.7cm,X,X,X,S,S,50.0,,3.7cm,X,X,X,S,S,,50.0
0410+769,J2000,04h10m45.6057s,"76d56'45.301""",1,6cm,C,P,P,P,P,200.0,,6cm,C,P,P,P,P,,200.0
0410+769,J2000,04h10m45.6057s,"76d56'45.301""",2,3.7cm,X,P,P,P,P,200.0,,3.7cm,X,P,P,P,P,,200.0
0410+769,J2000,04h10m45.6057s,"76d56'45.301""",3,2cm,U,P,P,P,P,200.0,,2cm,U,P,P,P,P,,200.0
0410+769,J2000,04h10m45.6057s,"76d56'45.301""",4,1.3cm,K,S,P,P,P,400.0,,1.3cm,K,S,P,P,P,,400.0
0410+769,J2000,04h10m45.6057s,"76d56'45.301""",5,0.7cm,Q,S,S,S,S,1100.0,,0.7cm,Q,S,S,S,S,,1100.0
0412+230,J2000,04h12m43.666851s,"23d05'05.452990""",0,20cm,L,X,X,S,S,6.0,,20cm,L,X,X,S,S,,6.0
0413-345,J2000,04h13m00.9438s,"-34d30'10.193""",0,90cm,P,X,S,S,X,2.0,8.0,90cm,P,X,S,S,X,2.0,8.0
0413-345,J2000,04h13m00.9438s,"-34d30'10.193""",1,20cm,L,X,X,S,X,3.0,8.0,20cm,L,X,X,S,X,3.0,8.0
0416-209,J2000,04h16m04.359742s,"-20d56'27.517790""",0,90cm,P,X,S,S,X,2.0,8.0,90cm,P,X,S,S,X,2.0,8.0
0416-209,J2000,04h16m04.359742s,"-20d56'27.517790""",1,20cm,L,X,X,S,P,6.0,,20cm,L,X,X,S,P,,6.0
0416-209,J2000,04h16m04.359742s,"-20d56'27.517790""",2,6cm,C,X,X,X,S,6.0,,6cm,C,X,X,X,S,,6.0
0423+348,J2000,04h23m53.2410s,"34d51'44.540""",0,20cm,L,X,S,S,P,30.0,,20cm,L,X,S,S,P,,30.0
0423+348,J2000,04h23m53.2410s,"34d51'44.540""",1,6cm,C,X,X,S,S,30.0,,6cm,C,X,X,S,S,,30.0
0424+006,J2000,04h24m46.842052s,"00d36'06.329830""",0,20cm,L,P,S,X,X,25.0,,20cm,L,P,S,X,X,25.0,
0424-379,J2000,04h24m42.243727s,"-37d56'20.784230""",0,20cm,L,S,S,X,X,25.0,,20cm,L,S,S,X,X,25.0,
0425+179,J2000,04h25m24.4626s,"17d55'25.122""",0,20cm,L,X,S,S,X,6.0,30.0,20cm,L,X,S,S,X,6.0,30.0
0425+179,J2000,04h25m24.4626s,"17d55'25.122""",1,6cm,C,X,X,S,S,30.0,,6cm,C,X,X,S,S,,30.0
0426+579,J2000,04h26m53.0900s,"57d55'09.400""",0,20cm,L,X,X,S,S,3.0,,20cm,L,X,X,S,S,,3.0
0426+579,J2000,04h26m53.0900s,"57d55'09.400""",1,6cm,C,X,X,X,S,3.0,,6cm,C,X,X,X,S,,3.0
0427+049,J2000,04h27m47.570514s,"04d57'08.325980""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0427+049,J2000,04h27m47.570514s,"04d57'08.325980""",2,3.7cm,X,S,S,S,X,50.0,,3.7cm,X,S,S,S,X,50.0,
0428-379,J2000,04h28m40.424306s,"-37d56'19.580310""",1,6cm,C,S,S,X,X,20.0,,6cm,C,S,S,X,X,20.0,
0429+671,J2000,04h29m06.0217s,"67d10'16.561""",0,20cm,L,S,S,S,X,5.0,,20cm,L,S,S,S,X,5.0,
0429-344,J2000,04h29m47.2210s,"-34d26'41.760""",0,20cm,L,X,S,S,S,30.0,,20cm,L,X,S,S,S,,30.0
0431+206,J2000,04h31m03.7620s,"20d37'34.250""",0,20cm,L,P,P,P,P,100.0,,20cm,L,P,P,P,P,,100.0
0431+206,J2000,04h31m03.7620s,"20d37'34.250""",1,6cm,C,X,S,P,P,100.0,,6cm,C,X,S,P,P,,100.0
0431+206,J2000,04h31m03.7620s,"20d37'34.250""",2,3.7cm,X,X,X,S,P,100.0,,3.7cm,X,X,X,S,P,,100.0
0431+206,J2000,04h31m03.7620s,"20d37'34.250""",3,2cm,U,X,X,S,S,100.0,,2cm,U,X,X,S,S,,100.0
0432+416,J2000,04h32m36.502609s,"41d38'28.448550""",2,6cm,C,X,S,P,P,200.0,,6cm,C,X,S,P,P,,200.0
0432+416,J2000,04h32m36.502609s,"41d38'28.448550""",3,3.7cm,X,X,S,P,P,200.0,,3.7cm,X,X,S,P,P,,200.0
0432+416,J2000,04h32m36.502609s,"41d38'28.448550""",4,2cm,U,X,X,S,P,200.0,,2cm,U,X,X,S,P,,200.0
0433+053,J2000,04h33m11.095535s,"05d21'15.619420""",2,3.7cm,X,X,S,S,S,200.0,,3.7cm,X,X,S,S,S,,200.0
0437+296,J2000,04h37m04.3750s,"29d40'13.820""",0,90cm,P,X,X,X,S,1.0,,90cm,P,X,X,X,S,,1.0
0437-187,J2000,04h37m01.482736s,"-18d44'48.613410""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
0438+488,J2000,04h38m59.1078s,"48d48'46.582""",1,6cm,C,S,S,S,S,200.0,,6cm,C,S,S,S,S,,200.0
0438+488,J2000,04h38m59.1078s,"48d48'46.582""",2,3.7cm,X,X,S,S,S,300.0,,3.7cm,X,X,S,S,S,,300.0
0439-453,J2000,04h39m00.854714s,"-45d22'22.562600""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0441-336,J2000,04h41m33.7754s,"-33d40'03.721""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0442-002,J2000,04h42m38.660762s,"-00d17'43.419100""",0,20cm,L,X,X,S,S,15.0,,20cm,L,X,X,S,S,,15.0
0442-002,J2000,04h42m38.660762s,"-00d17'43.419100""",1,6cm,C,P,S,S,S,200.0,,6cm,C,P,S,S,S,200.0,
0442-002,J2000,04h42m38.660762s,"-00d17'43.419100""",2,3.7cm,X,P,S,S,S,200.0,,3.7cm,X,P,S,S,S,200.0,
0443+346,J2000,04h43m31.635199s,"34d41'06.664090""",0,20cm,L,S,S,S,C,6.0,,20cm,L,S,S,S,C,6.0,
0447-220,J2000,04h47m37.2822s,"-22d03'36.8051""",0,90cm,P,X,S,S,S,1.0,,90cm,P,X,S,S,S,1.0,
0447-220,J2000,04h47m37.2822s,"-22d03'36.8051""",2,6cm,C,S,S,S,S,400.0,,6cm,C,S,S,S,S,,400.0
0447-220,J2000,04h47m37.2822s,"-22d03'36.8051""",3,3.7cm,X,S,S,S,S,400.0,,3.7cm,X,S,S,S,S,,400.0
0449+113,J2000,04h49m07.671119s,"11d21'28.596620""",0,20cm,L,S,X,X,X,40.0,,20cm,L,S,X,X,X,40.0,
0449+635,J2000,04h49m23.310586s,"63d32'09.434490""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0449-391,J2000,04h49m42.2594s,"-39d11'09.056""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0455-205,J2000,04h55m23.6635s,"-20d34'14.511""",0,90cm,P,X,X,S,S,0.7,2.0,90cm,P,X,X,S,S,0.7,2.0
0455-205,J2000,04h55m23.6635s,"-20d34'14.511""",1,20cm,L,X,X,X,S,2.0,,20cm,L,X,X,X,S,,2.0
0455-462,J2000,04h55m50.772498s,"-46d15'58.682330""",0,20cm,L,X,X,S,P,6.0,,20cm,L,X,X,S,P,,6.0
0457+067,J2000,04h57m07.709927s,"06d45'07.260640""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0457+067,J2000,04h57m07.709927s,"06d45'07.260640""",1,6cm,C,S,S,S,X,15.0,,6cm,C,S,S,S,X,15.0,
0457-234,J2000,04h57m03.179230s,"-23d24'52.020050""",0,20cm,L,P,S,X,X,25.0,,20cm,L,P,S,X,X,25.0,
0501+139,J2000,05h01m45.270840s,"13d56'07.220630""",0,20cm,L,W,W,W,C,6.0,,20cm,L,W,W,W,C,6.0,
0502+061,J2000,05h02m15.445934s,"06d09'07.494300""",0,20cm,L,S,X,X,X,20.0,,20cm,L,S,X,X,X,20.0,
0502+136,J2000,05h02m33.219510s,"13d38'10.958700""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0502+252,J2000,05h02m58.5826s,"25d16'24.242""",0,90cm,P,X,X,S,S,2.0,,90cm,P,X,X,S,S,,2.0
0502+252,J2000,05h02m58.5826s,"25d16'24.242""",1,20cm,L,X,X,X,S,2.0,,20cm,L,X,X,X,S,,2.0
0505+049,J2000,05h05m23.184723s,"04d59'42.724480""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
0505+049,J2000,05h05m23.184723s,"04d59'42.724480""",1,6cm,C,S,S,X,X,30.0,,6cm,C,S,S,X,X,30.0,
0508+845,J2000,05h08m42.363503s,"84d32'04.544020""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0509+101,J2000,05h09m27.457077s,"10d11'44.600160""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
0510+180,J2000,05h10m02.369122s,"18d00'41.581710""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0516-160,J2000,05h16m15.929354s,"-16d03'07.634560""",1,6cm,C,S,X,X,X,150.0,,6cm,C,S,X,X,X,150.0,
0516-160,J2000,05h16m15.929354s,"-16d03'07.634560""",2,3.7cm,X,S,S,X,X,300.0,,3.7cm,X,S,S,X,X,,300.0
0520+454,J2000,05h20m47.5200s,"45d28'34.952""",0,20cm,L,X,X,S,S,15.0,,20cm,L,X,X,S,S,,15.0
0520+454,J2000,05h20m47.5200s,"45d28'34.952""",1,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
0521+166,J2000,05h21m09.886021s,"16d38'22.051220""",1,20cm,L,X,S,P,P,45.0,,20cm,L,X,S,P,P,,45.0
0521+166,J2000,05h21m09.886021s,"16d38'22.051220""",2,6cm,C,X,X,S,P,45.0,,6cm,C,X,X,S,P,,45.0
0521+166,J2000,05h21m09.886021s,"16d38'22.051220""",3,3.7cm,X,X,X,S,S,45.0,,3.7cm,X,X,X,S,S,,45.0
0521+166,J2000,05h21m09.886021s,"16d38'22.051220""",4,2cm,U,X,X,X,S,45.0,,2cm,U,X,X,X,S,,45.0
0521-207,J2000,05h21m38.8950s,"-20d47'39.388""",0,90cm,P,S,S,S,S,20.0,,90cm,P,S,S,S,S,,20.0
0521-207,J2000,05h21m38.8950s,"-20d47'39.388""",1,20cm,L,X,X,S,S,20.0,,20cm,L,X,X,S,S,,20.0
0522+012,J2000,05h22m17.467439s,"01d13'31.186300""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0522-364,J2000,05h22m57.984651s,"-36d27'30.850920""",0,90cm,P,X,X,S,S,3.0,,90cm,P,X,X,S,S,,3.0
0527+035,J2000,05h27m32.705431s,"03d31'31.516650""",0,20cm,L,W,W,W,C,6.0,,20cm,L,W,W,W,C,6.0,
0530-250,J2000,05h30m07.962795s,"-25d03'29.899590""",0,20cm,L,P,P,S,X,4.0,,20cm,L,P,P,S,X,4.0,
0534+194,J2000,05h34m44.5183s,"19d27'21.378""",0,90cm,P,S,S,S,X,2.0,,90cm,P,S,S,S,X,2.0,
0534+194,J2000,05h34m44.5183s,"19d27'21.378""",1,20cm,L,X,S,P,P,50.0,,20cm,L,X,S,P,P,,50.0
0534+194,J2000,05h34m44.5183s,"19d27'21.378""",2,6cm,C,X,X,S,P,50.0,,6cm,C,X,X,S,P,,50.0
0534+194,J2000,05h34m44.5183s,"19d27'21.378""",3,2cm,U,X,X,X,S,50.0,,2cm,U,X,X,X,S,,50.0
0539+145,J2000,05h39m42.365999s,"14d33'45.561900""",0,20cm,L,S,S,S,C,10.0,,20cm,L,S,S,S,C,10.0,
0539-158,J2000,05h39m32.010154s,"-15d50'30.321260""",1,6cm,C,S,S,S,S,200.0,,6cm,C,S,S,S,S,,200.0
0539-286,J2000,05h39m54.281429s,"-28d39'55.947450""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0541+474,J2000,05h41m49.245491s,"47d29'07.611170""",0,90cm,P,X,S,S,X,1.0,4.0,90cm,P,X,S,S,X,1.0,4.0
0541+474,J2000,05h41m49.245491s,"47d29'07.611170""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0541+532,J2000,05h41m16.174035s,"53d12'24.834150""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0542+498,J2000,05h42m36.137916s,"49d51'07.233560""",1,20cm,L,X,S,P,P,50.0,,20cm,L,X,S,P,P,,50.0
0542+498,J2000,05h42m36.137916s,"49d51'07.233560""",2,6cm,C,X,X,S,P,50.0,,6cm,C,X,X,S,P,,50.0
0542+498,J2000,05h42m36.137916s,"49d51'07.233560""",3,3.7cm,X,X,X,S,P,50.0,,3.7cm,X,X,X,S,P,,50.0
0542+498,J2000,05h42m36.137916s,"49d51'07.233560""",4,2cm,U,X,X,X,S,50.0,,2cm,U,X,X,X,S,,50.0
0547+273,J2000,05h47m34.148941s,"27d21'56.842400""",0,20cm,L,W,W,W,C,6.0,,20cm,L,W,W,W,C,6.0,
0552+032,J2000,05h52m50.101478s,"03d13'27.243150""",0,20cm,L,S,S,X,X,12.0,,20cm,L,S,S,X,X,12.0,
0552+726,J2000,05h52m52.9972s,"72d40'45.129""",2,3.7cm,X,X,X,W,W,25.0,,3.7cm,X,X,X,W,W,,25.0
0559+238,J2000,05h59m32.033133s,"23d53'53.926900""",0,20cm,L,S,S,S,C,2.0,,20cm,L,S,S,S,C,2.0,
0603+177,J2000,06h03m09.130269s,"17d42'16.810700""",0,20cm,L,S,S,S,C,6.0,,20cm,L,S,S,S,C,6.0,
0603+219,J2000,06h03m51.557091s,"21d59'37.697500""",0,90cm,P,X,S,S,X,2.0,8.0,90cm,P,X,S,S,X,2.0,8.0
0603+219,J2000,06h03m51.557091s,"21d59'37.697500""",1,20cm,L,X,X,P,P,8.0,,20cm,L,X,X,P,P,,8.0
0604+203,J2000,06h04m28.6695s,"20d21'22.232""",0,90cm,P,S,S,S,X,1.0,15.0,90cm,P,S,S,S,X,1.0,15.0
0604+203,J2000,06h04m28.6695s,"20d21'22.232""",1,20cm,L,X,X,S,S,10.0,,20cm,L,X,X,S,S,,10.0
0604+203,J2000,06h04m28.6695s,"20d21'22.232""",2,6cm,C,X,X,X,S,10.0,,6cm,C,X,X,X,S,,10.0
0604+442,J2000,06h04m35.628762s,"44d13'58.549500""",1,6cm,C,P,P,P,P,500.0,,6cm,C,P,P,P,P,,500.0
0604+442,J2000,06h04m35.628762s,"44d13'58.549500""",2,3.7cm,X,S,S,S,S,500.0,,3.7cm,X,S,S,S,S,,500.0
0604-424,J2000,06h04m25.1779s,"-42d25'29.593""",0,20cm,L,S,X,X,X,45.0,,20cm,L,S,X,X,X,45.0,
0607+673,J2000,06h07m52.671622s,"67d20'55.409770""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0609+480,J2000,06h09m32.5364s,"48d04'15.571""",0,90cm,P,X,S,S,X,1.0,4.0,90cm,P,X,S,S,X,1.0,4.0
0609+480,J2000,06h09m32.5364s,"48d04'15.571""",1,20cm,L,X,X,X,P,4.0,,20cm,L,X,X,X,P,,4.0
0610+728,J2000,06h10m48.872123s,"72d48'53.187270""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0610+728,J2000,06h10m48.872123s,"72d48'53.187270""",2,3.7cm,X,S,S,X,X,50.0,,3.7cm,X,S,S,X,X,50.0,
0613+131,J2000,06h13m57.692766s,"13d06'45.401160""",0,20cm,L,S,S,S,C,6.0,,20cm,L,S,S,S,C,6.0,
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",0,90cm,P,S,S,S,X,1.0,45.0,90cm,P,S,S,S,X,1.0,45.0
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",1,20cm,L,X,P,P,P,45.0,,20cm,L,X,P,P,P,,45.0
0616-349,J2000,06h16m35.981384s,"-34d56'16.564670""",2,6cm,C,X,X,S,P,45.0,,6cm,C,X,X,S,P,,45.0
0617-365,J2000,06h17m32.323928s,"-36d34'14.801892""",0,20cm,L,X,S,P,P,40.0,,20cm,L,X,S,P,P,,40.0
