name,ra,dec,wavelength,receiver,flux_jy,usable_configs,usable_A,usable_B,usable_C,usable_D,cfg_A,cfg_B,cfg_C,cfg_D
1751-253,17h51m51.263047s,"-25d24'00.060610""",20cm,L,1.3,"A,B",True,True,False,False,P,P,S,S
1753+441,17h53m22.647901s,"44d09'45.686080""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1753+441,17h53m22.647901s,"44d09'45.686080""",3.7cm,X,0.75,"A,B,C,D",True,True,True,True,P,P,P,P
1753+288,17h53m42.473634s,"28d48'04.939080""",20cm,L,0.8,"A,B",True,True,False,False,P,P,S,X
1753+288,17h53m42.473634s,"28d48'04.939080""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1753+288,17h53m42.473634s,"28d48'04.939080""",3.7cm,X,0.55,"A,B,C,D",True,True,True,True,P,P,P,P
1800+388,18h00m24.765367s,"38d48'30.697590""",6cm,C,0.8,"A,B",True,True,False,False,P,P,S,S
1800+388,18h00m24.765367s,"38d48'30.697590""",3.7cm,X,1.05,"A,B,C,D",True,True,True,True,P,P,P,P
1800+388,18h00m24.765367s,"38d48'30.697590""",2cm,U,1.9,"A,B,C,D",True,True,True,True,P,P,P,P
1800+784,18h00m45.683918s,"78d28'04.018510""",20cm,L,1.75,A,True,False,False,False,P,S,S,S
1800+784,18h00m45.683918s,"78d28'04.018510""",6cm,C,2.1,"A,B,C,D",True,True,True,True,P,P,P,P
1800+784,18h00m45.683918s,"78d28'04.018510""",3.7cm,X,2.85,"A,B,C,D",True,True,True,True,P,P,P,P
1800+784,18h00m45.683918s,"78d28'04.018510""",2cm,U,3.0,"A,B,C,D",True,True,True,True,P,P,P,P
1804+010,18h04m15.984606s,"01d01'32.407340""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1804+010,18h04m15.984606s,"01d01'32.407340""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1806+698,18h06m50.680650s,"69d49'28.108520""",3.7cm,X,1.55,A,True,False,False,False,P,S,X,X
1806+698,18h06m50.680650s,"69d49'28.108520""",2cm,U,1.6,"A,B",True,True,False,False,P,P,S,X
1820-254,18h20m57.848685s,"-25d28'12.584560""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1820-254,18h20m57.848685s,"-25d28'12.584560""",3.7cm,X,1.31,"A,B,C,D",True,True,True,True,P,P,P,P
1822-096,18h22m28.7042s,"-09d38'56.835""",20cm,L,5.6,"B,C,D",False,True,True,True,X,P,P,P
1822-096,18h22m28.7042s,"-09d38'56.835""",3.7cm,X,1.3,D,False,False,False,True,X,X,S,P
1823+796,18h23m14.108717s,"79d38'49.002450""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
1824+107,18h24m02.855259s,"10d44'23.774010""",20cm,L,1.0,"A,B",True,True,False,False,P,P,S,X
1824+107,18h24m02.855259s,"10d44'23.774010""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1824+107,18h24m02.855259s,"10d44'23.774010""",3.7cm,X,0.75,"A,B,C,D",True,True,True,True,P,P,P,P
1830-360,18h30m58.8829s,"-36d02'30.132""",20cm,L,6.9,"C,D",False,False,True,True,X,S,P,P
1832-105,18h32m20.8360s,"-10d35'11.200""",3.7cm,X,1.28,"A,B,C,D",True,True,True,True,P,P,P,P
1832-105,18h32m20.8360s,"-10d35'11.200""",2cm,U,1.25,"A,B,C,D",True,True,True,True,P,P,P,P
1833-210,18h33m39.9150s,"-21d03'40.050""",20cm,L,10.9,"C,D",False,False,True,True,X,X,P,P
1842+681,18h42m33.641636s,"68d09'25.227880""",6cm,C,0.7,"A,B",True,True,False,False,P,P,S,X
1842+681,18h42m33.641636s,"68d09'25.227880""",3.7cm,X,0.81,"A,B,C,D",True,True,True,True,P,P,P,P
1845+401,18h45m11.131495s,"40d07'51.577050""",20cm,L,1.2,"A,B",True,True,False,False,P,P,S,S
1845+356,18h45m35.108870s,"35d41'16.726510""",6cm,C,0.8,"A,B",True,True,False,False,P,P,S,S
1849+670,18h49m16.072300s,"67d05'41.679930""",6cm,C,0.67,"A,B,C",True,True,True,False,P,P,P,X
1849+670,18h49m16.072300s,"67d05'41.679930""",3.7cm,X,0.6,"A,B,C,D",True,True,True,True,P,P,P,P
1850+284,18h50m27.589807s,"28d25'13.155570""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1850+284,18h50m27.589807s,"28d25'13.155570""",3.7cm,X,1.15,"A,B,C,D",True,True,True,True,P,P,P,P
1911-201,19h11m09.652893s,"-20d06'55.109070""",20cm,L,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
1911-201,19h11m09.652893s,"-20d06'55.109070""",6cm,C,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
1911-201,19h11m09.652893s,"-20d06'55.109070""",3.7cm,X,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
1911-201,19h11m09.652893s,"-20d06'55.109070""",2cm,U,1.8,"A,B,C,D",True,True,True,True,P,P,P,P
1922+155,19h22m34.699188s,"15d30'10.032130""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1922+155,19h22m34.699188s,"15d30'10.032130""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1923-210,19h23m32.189815s,"-21d04'33.333080""",20cm,L,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1923-210,19h23m32.189815s,"-21d04'33.333080""",3.7cm,X,2.7,"A,B,C,D",True,True,True,True,P,P,P,P
1924+334,19h24m17.4839s,"33d29'29.724""",20cm,L,3.88,"A,B,C,D",True,True,True,True,P,P,P,P
1924+334,19h24m17.4839s,"33d29'29.724""",6cm,C,1.75,"A,B,C,D",True,True,True,True,P,P,P,P
1924+334,19h24m17.4839s,"33d29'29.724""",3.7cm,X,1.18,"A,B,C,D",True,True,True,True,P,P,P,P
1924-292,19h24m51.055957s,"-29d14'30.121150""",20cm,L,6.0,"A,B",True,True,False,False,P,P,S,X
1924-292,19h24m51.055957s,"-29d14'30.121150""",6cm,C,6.3,"A,B,C",True,True,True,False,P,P,P,S
1924-292,19h24m51.055957s,"-29d14'30.121150""",3.7cm,X,5.8,"A,B,C,D",True,True,True,True,P,P,P,P
1924-292,19h24m51.055957s,"-29d14'30.121150""",2cm,U,17.0,"A,B,C,D",True,True,True,True,P,P,P,P
1925+211,19h25m59.605370s,"21d06'26.162180""",20cm,L,1.3,A,True,False,False,False,P,S,S,S
1925+211,19h25m59.605370s,"21d06'26.162180""",6cm,C,1.5,"A,B",True,True,False,False,P,P,S,S
1925+211,19h25m59.605370s,"21d06'26.162180""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1925+211,19h25m59.605370s,"21d06'26.162180""",2cm,U,1.8,"A,B,C,D",True,True,True,True,P,P,P,P
1927+612,19h27m30.442628s,"61d17'32.879210""",20cm,L,0.7,"A,B",True,True,False,False,P,P,S,X
1927+612,19h27m30.442628s,"61d17'32.879210""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1927+612,19h27m30.442628s,"61d17'32.879210""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
1927+739,19h27m48.495196s,"73d58'01.569960""",20cm,L,3.1,"A,B",True,True,False,False,P,P,S,X
1927+739,19h27m48.495196s,"73d58'01.569960""",6cm,C,3.0,"A,B,C,D",True,True,True,True,P,P,P,P
1927+739,19h27m48.495196s,"73d58'01.569960""",3.7cm,X,3.7,"A,B,C,D",True,True,True,True,P,P,P,P
1927+739,19h27m48.495196s,"73d58'01.569960""",2cm,U,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1937-399,19h37m16.217362s,"-39d58'01.553060""",20cm,L,1.0,"A,B",True,True,False,False,P,P,S,S
1937-399,19h37m16.217362s,"-39d58'01.553060""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1937-399,19h37m16.217362s,"-39d58'01.553060""",3.7cm,X,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1939-154,19h39m26.657740s,"-15d25'43.058320""",20cm,L,0.9,"A,B",True,True,False,False,P,P,S,X
1939-154,19h39m26.657740s,"-15d25'43.058320""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1939-154,19h39m26.657740s,"-15d25'43.058320""",3.7cm,X,0.67,"A,B,C,D",True,True,True,True,P,P,P,P
1939-154,19h39m26.657740s,"-15d25'43.058320""",2cm,U,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1941-154,19h41m15.0289s,"-15d24'31.309""",20cm,L,6.6,D,False,False,False,True,X,X,X,P
1944+548,19h44m31.512621s,"54d48'07.063080""",20cm,L,1.66,"A,B,C",True,True,True,False,P,P,P,S
1944+548,19h44m31.512621s,"54d48'07.063080""",3.7cm,X,0.67,"A,B,C,D",True,True,True,True,P,P,P,P
1945+709,19h45m53.519959s,"70d55'48.732040""",20cm,L,0.94,"A,B",True,True,False,False,P,P,S,X
1949-199,19h49m53.420177s,"-19d57'13.330400""",20cm,L,1.3,"A,B,C",True,True,True,False,P,P,P,
1949-199,19h49m53.420177s,"-19d57'13.330400""",3.7cm,X,0.62,"A,B,C,D",True,True,True,True,P,P,P,P
1950+081,19h50m05.5403s,"08d07'13.981""",20cm,L,1.1,A,True,False,False,False,P,S,X,X
1950+081,19h50m05.5403s,"08d07'13.981""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
1956-076,19h56m11.0910s,"-07d36'54.567""",20cm,L,1.7,D,False,False,False,True,X,X,X,P
1957-387,19h57m59.819271s,"-38d45'06.356260""",6cm,C,1.7,"A,B,C,D",True,True,True,True,P,P,P,P
1957-387,19h57m59.819271s,"-38d45'06.356260""",3.7cm,X,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2000-178,20h00m57.090448s,"-17d48'57.672510""",6cm,C,1.0,"A,B,C",True,True,True,False,P,P,P,X
2000-178,20h00m57.090448s,"-17d48'57.672510""",3.7cm,X,0.93,"A,B,C,D",True,True,True,True,P,P,P,P
2003-328,20h03m24.116306s,"-32d51'45.132310""",6cm,C,1.0,"A,B,C",True,True,True,False,P,P,P,S
2003+664,20h03m54.515101s,"66d25'56.377560""",20cm,L,1.02,"A,B",True,True,False,False,P,P,X,X
2005+778,20h05m30.998519s,"77d52'43.247610""",20cm,L,1.0,"A,B,C",True,True,True,False,P,P,P,S
2005+778,20h05m30.998519s,"77d52'43.247610""",6cm,C,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
2005+778,20h05m30.998519s,"77d52'43.247610""",3.7cm,X,2.5,"A,B,C,D",True,True,True,True,P,P,P,P
2005+778,20h05m30.998519s,"77d52'43.247610""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
2006+644,20h06m17.694614s,"64d24'45.417870""",3.7cm,X,0.97,"A,B,C,D",True,True,True,True,P,P,P,P
2006+644,20h06m17.694614s,"64d24'45.417870""",2cm,U,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2007+404,20h07m44.944851s,"40d29'48.604140""",20cm,L,3.7,"A,B",True,True,False,False,P,P,S,X
2007+404,20h07m44.944851s,"40d29'48.604140""",6cm,C,4.5,"A,B,C,D",True,True,True,True,P,P,P,P
2007+404,20h07m44.944851s,"40d29'48.604140""",3.7cm,X,2.85,"A,B,C,D",True,True,True,True,P,P,P,P
2009+724,20h09m52.303874s,"72d29'19.351050""",6cm,C,0.9,"A,B",True,True,False,False,P,P,X,X
2009+724,20h09m52.303874s,"72d29'19.351050""",3.7cm,X,0.7,A,True,False,False,False,P,S,X,X
2010+333,20h10m49.7063s,"33d22'13.627""",3.7cm,X,0.73,"A,B,C,D",True,True,True,True,P,P,P,P
2011-067,20h11m14.215847s,"-06d44'03.555190""",20cm,L,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
2011-067,20h11m14.215847s,"-06d44'03.555190""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2011-157,20h11m15.710931s,"-15d46'40.253820""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2011-157,20h11m15.710931s,"-15d46'40.253820""",3.7cm,X,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2011-157,20h11m15.710931s,"-15d46'40.253820""",2cm,U,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2012+464,20h12m05.637448s,"46d28'55.776970""",2cm,U,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
2015+371,20h15m28.7333s,"37d10'59.505""",20cm,L,2.18,"A,B,C,D",True,True,True,True,P,P,P,P
2015+371,20h15m28.7333s,"37d10'59.505""",6cm,C,2.76,"A,B,C,D",True,True,True,True,P,P,P,P
2015+371,20h15m28.7333s,"37d10'59.505""",3.7cm,X,2.95,"A,B,C,D",True,True,True,True,P,P,P,P
2015+371,20h15m28.7333s,"37d10'59.505""",2cm,U,2.59,"A,B,C,D",True,True,True,True,P,P,P,P
2022+616,20h22m06.681679s,"61d36'58.804700""",20cm,L,2.07,"A,B,C,D",True,True,True,True,P,P,P,P
2022+616,20h22m06.681679s,"61d36'58.804700""",6cm,C,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
2022+616,20h22m06.681679s,"61d36'58.804700""",3.7cm,X,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
2022+616,20h22m06.681679s,"61d36'58.804700""",2cm,U,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
2023+544,20h23m55.844024s,"54d27'35.828990""",20cm,L,1.2,"A,B,C",True,True,True,False,P,P,P,S
2023+544,20h23m55.844024s,"54d27'35.828990""",6cm,C,1.05,"A,B",True,True,False,False,P,P,S,S
2023+544,20h23m55.844024s,"54d27'35.828990""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2023+544,20h23m55.844024s,"54d27'35.828990""",2cm,U,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2025+337,20h25m10.842097s,"33d43'00.214540""",20cm,L,1.44,"A,B,C",True,True,True,False,P,P,P,S
2025+337,20h25m10.842097s,"33d43'00.214540""",6cm,C,2.8,"A,B,C,D",True,True,True,True,P,P,P,P
2025+337,20h25m10.842097s,"33d43'00.214540""",3.7cm,X,3.8,"A,B,C,D",True,True,True,True,P,P,P,P
2025+337,20h25m10.842097s,"33d43'00.214540""",2cm,U,2.5,"A,B,C,D",True,True,True,True,P,P,P,P
2025+337,20h25m10.842097s,"33d43'00.214540""",1.3cm,K,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
2031+549,20h31m47.958562s,"54d55'03.140600""",3.7cm,X,0.71,"A,B,C,D",True,True,True,True,P,P,P,P
2035+189,20h35m33.9804s,"18d57'05.351""",20cm,L,1.45,"A,B,C",True,True,True,False,P,P,P,S
2038+513,20h38m37.034755s,"51d19'12.662690""",20cm,L,5.8,D,False,False,False,True,X,X,S,P
2040-251,20h40m08.772872s,"-25d07'46.662820""",3.7cm,X,0.57,"A,B,C,D",True,True,True,True,P,P,P,P
2047-026,20h47m10.3514s,"-02d36'22.152""",20cm,L,2.2,"C,D",False,False,True,True,X,S,P,P
2047-026,20h47m10.3514s,"-02d36'22.152""",6cm,C,0.9,D,False,False,False,True,X,X,S,P
2052+365,20h52m52.054995s,"36d35'35.300210""",20cm,L,5.17,"A,B,C,D",True,True,True,True,P,P,P,P
2052+365,20h52m52.054995s,"36d35'35.300210""",6cm,C,3.0,"B,C,D",False,True,True,True,S,P,P,P
2052+365,20h52m52.054995s,"36d35'35.300210""",3.7cm,X,1.8,"B,C,D",False,True,True,True,S,P,P,P
2057-375,20h57m41.603454s,"-37d34'02.989870""",3.7cm,X,0.61,"A,B,C,D",True,True,True,True,P,P,P,P
2101-295,21h01m01.659969s,"-29d33'27.836500""",3.7cm,X,0.61,"A,B,C,D",True,True,True,True,P,P,P,P
2107+422,21h07m01.5930s,"42d14'10.186""",20cm,L,1.4,D,False,False,False,True,X,X,X,P
2109+355,21h09m31.878732s,"35d32'57.597420""",2cm,U,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
2109-411,21h09m33.188582s,"-41d10'20.605300""",6cm,C,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
2109-411,21h09m33.188582s,"-41d10'20.605300""",3.7cm,X,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
2109-411,21h09m33.188582s,"-41d10'20.605300""",2cm,U,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
2110-103,21h10m00.979002s,"-10d20'57.319410""",20cm,L,1.23,"A,B,C",True,True,True,False,P,P,P,
2110-103,21h10m00.979002s,"-10d20'57.319410""",3.7cm,X,0.84,"A,B,C,D",True,True,True,True,P,P,P,P
2115+295,21h15m29.413455s,"29d33'38.366940""",20cm,L,0.95,"A,B",True,True,False,False,P,P,S,S
2115+295,21h15m29.413455s,"29d33'38.366940""",6cm,C,1.0,"A,B",True,True,False,False,P,P,S,S
2115+295,21h15m29.413455s,"29d33'38.366940""",3.7cm,X,0.65,"A,B,C,D",True,True,True,True,P,P,P,P
2123+055,21h23m44.517391s,"05d35'22.093210""",20cm,L,0.6,"A,B,C,D",True,True,True,True,P,P,P,P
2123+055,21h23m44.517391s,"05d35'22.093210""",6cm,C,4.5,"A,B,C,D",True,True,True,True,P,P,P,P
2123+055,21h23m44.517391s,"05d35'22.093210""",3.7cm,X,2.7,"A,B,C,D",True,True,True,True,P,P,P,P
2123+055,21h23m44.517391s,"05d35'22.093210""",2cm,U,7.0,"A,B,C,D",True,True,True,True,P,P,P,P
2129-156,21h29m12.175902s,"-15d38'41.040850""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2129-156,21h29m12.175902s,"-15d38'41.040850""",3.7cm,X,0.97,"A,B,C,D",True,True,True,True,P,P,P,P
2129-183,21h29m21.419099s,"-18d21'22.790190""",20cm,L,1.55,"A,B",True,True,False,False,P,P,S,X
2129-183,21h29m21.419099s,"-18d21'22.790190""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
2129-183,21h29m21.419099s,"-18d21'22.790190""",3.7cm,X,0.62,"A,B,C,D",True,True,True,True,P,P,P,P
2130+050,21h30m32.877499s,"05d02'17.474690""",20cm,L,4.1,"A,B,C,D",True,True,True,True,P,P,P,P
2130+050,21h30m32.877499s,"05d02'17.474690""",6cm,C,2.1,"A,B,C,D",True,True,True,True,P,P,P,P
2130+050,21h30m32.877499s,"05d02'17.474690""",3.7cm,X,1.26,"A,B,C,D",True,True,True,True,P,P,P,P
2131-206,21h31m01.4866s,"-20d36'56.376""",20cm,L,1.9,D,False,False,False,True,X,X,S,P
2131-121,21h31m35.261758s,"-12d07'04.795880""",20cm,L,1.4,"A,B",True,True,False,False,P,P,S,X
2131-121,21h31m35.261758s,"-12d07'04.795880""",6cm,C,3.0,"A,B,C,D",True,True,True,True,P,P,P,P
2131-121,21h31m35.261758s,"-12d07'04.795880""",3.7cm,X,3.1,"A,B,C,D",True,True,True,True,P,P,P,P
2131-121,21h31m35.261758s,"-12d07'04.795880""",2cm,U,3.5,"A,B,C,D",True,True,True,True,P,P,P,P
2134-018,21h34m10.309614s,"-01d53'17.238900""",20cm,L,2.1,"A,B",True,True,False,False,P,P,X,X
2134-018,21h34m10.309614s,"-01d53'17.238900""",6cm,C,2.7,"A,B,C,D",True,True,True,True,P,P,P,P
2134-018,21h34m10.309614s,"-01d53'17.238900""",3.7cm,X,1.67,"A,B,C,D",True,True,True,True,P,P,P,P
2134-018,21h34m10.309614s,"-01d53'17.238900""",2cm,U,2.1,"A,B,C,D",True,True,True,True,P,P,P,P
2136+006,21h36m38.586299s,"00d41'54.213350""",20cm,L,3.5,"A,B,C,D",True,True,True,True,P,P,P,P
2136+006,21h36m38.586299s,"00d41'54.213350""",6cm,C,9.9,"A,B,C,D",True,True,True,True,P,P,P,P
2136+006,21h36m38.586299s,"00d41'54.213350""",3.7cm,X,7.03,"A,B,C,D",True,True,True,True,P,P,P,P
2136+006,21h36m38.586299s,"00d41'54.213350""",2cm,U,4.0,"A,B,C,D",True,True,True,True,P,P,P,P
2137+510,21h37m01.0015s,"51d01'36.079""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2137-207,21h37m50.0018s,"-20d42'31.751""",20cm,L,3.6,"B,C,D",False,True,True,True,S,P,P,P
2137-207,21h37m50.0018s,"-20d42'31.751""",6cm,C,1.4,D,False,False,False,True,X,S,S,P
2139+143,21h39m01.309267s,"14d23'35.991990""",20cm,L,1.11,"A,B,C,D",True,True,True,True,P,P,P,P
2139+143,21h39m01.309267s,"14d23'35.991990""",6cm,C,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
2139+143,21h39m01.309267s,"14d23'35.991990""",3.7cm,X,1.22,"A,B,C,D",True,True,True,True,P,P,P,P
2139+143,21h39m01.309267s,"14d23'35.991990""",2cm,U,1.8,"A,B,C,D",True,True,True,True,P,P,P,P
2146-154,21h46m22.979340s,"-15d25'43.885260""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
2147+094,21h47m10.162971s,"09d29'46.672450""",3.7cm,X,0.82,"A,B,C,D",True,True,True,True,P,P,P,P
2148+069,21h48m05.458679s,"06d57'38.604220""",20cm,L,2.57,"A,B,C,D",True,True,True,True,P,P,P,P
2148+069,21h48m05.458679s,"06d57'38.604220""",6cm,C,2.5,"A,B,C,D",True,True,True,True,P,P,P,P
2148+069,21h48m05.458679s,"06d57'38.604220""",3.7cm,X,6.6,"A,B,C,D",True,True,True,True,P,P,P,P
2148+069,21h48m05.458679s,"06d57'38.604220""",2cm,U,3.0,"A,B,C,D",True,True,True,True,P,P,P,P
2148+611,21h48m16.0454s,"61d07'05.838""",20cm,L,2.23,"A,B",True,True,False,False,P,P,S,X
2148+611,21h48m16.0454s,"61d07'05.838""",6cm,C,1.22,"B,C,D",False,True,True,True,S,P,P,P
2148+611,21h48m16.0454s,"61d07'05.838""",3.7cm,X,0.82,"B,C,D",False,True,True,True,S,P,P,P
2151+071,21h51m31.429323s,"07d09'26.783920""",3.7cm,X,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
2151+058,21h51m37.875501s,"05d52'12.954350""",20cm,L,0.8,"A,B,C",True,True,True,False,P,P,P,S
2151+058,21h51m37.875501s,"05d52'12.954350""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
2151+058,21h51m37.875501s,"05d52'12.954350""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
2151-304,21h51m55.524001s,"-30d27'53.698170""",3.7cm,X,1.12,"A,B,C,D",True,True,True,True,P,P,P,P
2152+175,21h52m24.819405s,"17d34'37.794820""",20cm,L,0.8,A,True,False,False,False,P,S,S,X
2152+175,21h52m24.819405s,"17d34'37.794820""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
2158-150,21h58m06.281901s,"-15d01'09.328090""",6cm,C,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2158-150,21h58m06.281901s,"-15d01'09.328090""",3.7cm,X,2.15,"A,B,C,D",True,True,True,True,P,P,P,P
2158-150,21h58m06.281901s,"-15d01'09.328090""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
2202+422,22h02m43.291377s,"42d16'39.979940""",20cm,L,6.07,"A,B,C,D",True,True,True,True,P,P,P,P
2202+422,22h02m43.291377s,"42d16'39.979940""",6cm,C,5.4,"A,B,C,D",True,True,True,True,P,P,P,P
2202+422,22h02m43.291377s,"42d16'39.979940""",3.7cm,X,3.95,"A,B,C,D",True,True,True,True,P,P,P,P
2202+422,22h02m43.291377s,"42d16'39.979940""",2cm,U,3.5,"A,B,C,D",True,True,True,True,P,P,P,P
2203+317,22h03m14.975790s,"31d45'38.269940""",20cm,L,1.5,"A,B",True,True,False,False,P,P,S,X
2203+317,22h03m14.975790s,"31d45'38.269940""",6cm,C,1.4,"A,B,C",True,True,True,False,P,P,P,S
2203+317,22h03m14.975790s,"31d45'38.269940""",3.7cm,X,3.7,"A,B,C,D",True,True,True,True,P,P,P,P
2203+317,22h03m14.975790s,"31d45'38.269940""",2cm,U,1.1,"A,B",True,True,False,False,P,P,S,S
2203+626,22h03m20.9623s,"62d40'34.271""",20cm,L,2.75,"C,D",False,False,True,True,X,X,P,P
2203+626,22h03m20.9623s,"62d40'34.271""",6cm,C,0.97,D,False,False,False,True,X,X,X,P
2203+174,22h03m26.893691s,"17d25'48.247840""",2cm,U,1.7,"A,B,C,D",True,True,True,True,P,P,P,P
2206-185,22h06m10.417082s,"-18d35'38.746520""",20cm,L,6.44,D,False,False,False,True,X,X,S,P
2206-185,22h06m10.417082s,"-18d35'38.746520""",6cm,C,3.8,A,True,False,False,False,P,S,S,X
2212+239,22h12m05.966318s,"23d55'40.543880""",6cm,C,0.81,"A,B,C,D",True,True,True,True,P,P,P,P
2212+239,22h12m05.966318s,"23d55'40.543880""",3.7cm,X,0.95,"A,B,C,D",True,True,True,True,P,P,P,P
2212+018,22h12m37.9770s,"01d52'51.151""",20cm,L,2.65,"A,B,C,D",True,True,True,True,P,P,P,P
2212+018,22h12m37.9770s,"01d52'51.151""",6cm,C,1.1,"B,C,D",False,True,True,True,S,P,P,P
2212+018,22h12m37.9770s,"01d52'51.151""",3.7cm,X,0.6,"B,C,D",False,True,True,True,S,P,P,P
2213-254,22h13m02.497951s,"-25d29'30.079710""",3.7cm,X,0.75,"B,C,D",False,True,True,True,S,P,P,P
2213-254,22h13m02.497951s,"-25d29'30.079710""",2cm,U,1.3,"B,C,D",False,True,True,True,X,P,P,P
2214-385,22h14m38.569313s,"-38d35'45.009880""",20cm,L,1.89,"A,B,C,D",True,True,True,True,P,P,P,P
2214-385,22h14m38.569313s,"-38d35'45.009880""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
2214-385,22h14m38.569313s,"-38d35'45.009880""",3.7cm,X,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
2216+353,22h16m20.009910s,"35d18'14.180560""",6cm,C,0.69,"A,B",True,True,False,False,P,P,S,S
2216+353,22h16m20.009910s,"35d18'14.180560""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
2218-035,22h18m52.037725s,"-03d35'36.879410""",6cm,C,3.7,"A,B,C,D",True,True,True,True,P,P,P,P
2218-035,22h18m52.037725s,"-03d35'36.879410""",3.7cm,X,1.82,"A,B,C,D",True,True,True,True,P,P,P,P
2218-035,22h18m52.037725s,"-03d35'36.879410""",2cm,U,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
2225-049,22h25m47.259291s,"-04d57'01.390730""",3.7cm,X,5.6,D,False,False,False,True,X,X,S,P
2225-049,22h25m47.259291s,"-04d57'01.390730""",2cm,U,6.6,D,False,False,False,True,X,X,S,P
2229-085,22h29m40.084346s,"-08d32'54.435410""",6cm,C,1.1,"B,C,D",False,True,True,True,S,P,P,P
2229-085,22h29m40.084346s,"-08d32'54.435410""",3.7cm,X,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
2229-085,22h29m40.084346s,"-08d32'54.435410""",2cm,U,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
2230+697,22h30m36.469725s,"69d46'28.076980""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2230+697,22h30m36.469725s,"69d46'28.076980""",2cm,U,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
2230-397,22h30m40.278593s,"-39d42'52.067240""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
2236+284,22h36m22.470860s,"28d28'57.413290""",20cm,L,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
2236+284,22h36m22.470860s,"28d28'57.413290""",6cm,C,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
